id,nearc2,nearc4,educ,age,fatheduc,motheduc,weight,momdad14,sinmom14,step14,reg661,reg662,reg663,reg664,reg665,reg666,reg667,reg668,reg669,south66,black,smsa,south,smsa66,wage,enroll,KWW,IQ,married,libcrd14,exper,lwage,expersq
2363,1,1,12,24,8.0,11.0,337974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550,0,33.0,,1.0,1.0,6,6.30991792678833,36
2366,1,1,14,27,8.0,14.0,347666,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,333,0,37.0,108.0,1.0,1.0,7,5.8081431388855,49
2368,0,1,12,29,12.0,12.0,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1058,0,29.0,,1.0,0.0,11,6.96413612365723,121
2369,0,1,11,30,,,476353,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,590,0,35.0,89.0,1.0,0.0,13,6.38012313842773,169
2370,0,1,12,24,,,354474,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,633,0,39.0,,1.0,1.0,6,6.45046997070312,36
2371,0,1,10,26,,,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,500,0,24.0,84.0,2.0,1.0,10,6.21460819244385,100
2372,0,1,14,28,12.0,12.0,364640,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,788,0,37.0,,1.0,1.0,8,6.66949796676636,64
2375,0,1,18,31,13.0,12.0,454179,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,832,0,50.0,,1.0,1.0,7,6.72383308410645,49
2377,0,1,12,26,6.0,12.0,347666,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,539,0,44.0,102.0,1.0,0.0,8,6.28971576690674,64
2379,0,1,18,28,8.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,577,0,44.0,106.0,1.0,1.0,4,6.35784196853638,16
2381,0,1,14,30,12.0,12.0,1113393,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,808,0,40.0,102.0,1.0,1.0,10,6.69456195831299,100
2382,0,1,14,30,14.0,16.0,1113393,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,722,0,49.0,113.0,1.0,1.0,10,6.58202505111694,100
2383,0,1,12,26,12.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,600,0,26.0,96.0,1.0,1.0,8,6.39693021774292,64
2387,0,1,10,28,8.0,6.0,378045,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,452,0,22.0,,1.0,0.0,12,6.11368179321289,144
2388,0,1,7,27,4.0,8.0,378045,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,300,0,30.0,,1.0,0.0,14,5.70378303527832,196
2391,0,1,12,26,,10.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,393,0,24.0,,6.0,0.0,8,5.97381019592285,64
2393,1,1,12,26,,7.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,200,0,,,6.0,0.0,8,5.29831695556641,64
2398,1,1,9,33,,7.0,107097,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,750,0,51.0,,1.0,1.0,18,6.62007284164429,324
2399,1,1,16,26,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,673,0,31.0,107.0,6.0,1.0,4,6.5117449760437,16
2402,1,1,14,30,12.0,14.0,1002054,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,989,0,38.0,,1.0,0.0,10,6.89669418334961,100
2404,1,1,17,27,12.0,14.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,880,0,49.0,110.0,6.0,0.0,4,6.7799220085144,16
2406,1,1,13,26,12.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,905,0,35.0,106.0,1.0,1.0,7,6.80793523788452,49
2408,1,1,14,34,,10.0,577458,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,250,0,37.0,,1.0,1.0,14,5.52146100997925,196
2409,1,1,10,28,5.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,520,0,38.0,103.0,1.0,0.0,12,6.25382900238037,144
2410,1,1,12,27,5.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,356,0,20.0,53.0,6.0,0.0,9,5.87493085861206,81
2411,1,1,12,24,5.0,12.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,278,0,24.0,103.0,1.0,0.0,6,5.62762117385864,36
2412,1,1,12,25,11.0,11.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,400,0,16.0,76.0,2.0,0.0,7,5.99146509170532,49
2415,1,1,10,28,,8.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,273,0,36.0,90.0,1.0,1.0,12,5.60947179794312,144
2417,1,1,11,31,7.0,12.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,500,0,31.0,96.0,1.0,1.0,14,6.21460819244385,196
2418,1,1,11,33,6.0,12.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,603,0,35.0,97.0,1.0,1.0,16,6.40191698074341,256
2419,0,1,12,25,9.0,11.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,400,0,26.0,,5.0,1.0,7,5.99146509170532,49
2422,0,1,12,28,,10.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,475,0,35.0,87.0,5.0,1.0,10,6.16331481933594,100
2424,0,1,12,33,,15.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1100,0,39.0,89.0,1.0,1.0,15,7.00306606292725,225
2427,0,1,14,26,12.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,337,1,44.0,118.0,6.0,1.0,6,5.8200831413269,36
2429,0,1,11,27,16.0,12.0,426142,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,538,0,46.0,,1.0,1.0,10,6.28785800933838,100
2431,0,1,13,26,,8.0,104794,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,404,0,28.0,70.0,1.0,1.0,7,6.00141477584839,49
2432,0,1,16,27,17.0,16.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,757,0,34.0,104.0,1.0,1.0,5,6.62936305999756,25
2433,0,1,16,33,18.0,16.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,554,0,36.0,113.0,1.0,1.0,11,6.3171648979187,121
2435,0,1,16,29,12.0,11.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,577,0,36.0,116.0,1.0,1.0,7,6.35784196853638,49
2436,0,1,15,26,12.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,432,0,36.0,114.0,1.0,1.0,5,6.06842613220215,25
2438,0,1,11,29,5.0,12.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,550,0,33.0,,1.0,0.0,12,6.30991792678833,144
2439,0,1,16,24,16.0,12.0,414261,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,797,0,41.0,,1.0,1.0,2,6.68085479736328,4
2440,0,1,14,27,16.0,14.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,450,0,29.0,116.0,6.0,1.0,7,6.10924816131592,49
2441,0,1,13,29,10.0,11.0,501027,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,807,0,43.0,109.0,1.0,1.0,10,6.69332408905029,100
2442,0,1,13,24,10.0,11.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,600,0,31.0,,1.0,1.0,5,6.39693021774292,25
2444,0,1,13,34,6.0,6.0,365421,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,933,0,35.0,,1.0,1.0,15,6.8384051322937,225
2445,0,1,11,33,,10.0,365421,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,481,0,29.0,80.0,1.0,0.0,16,6.17586708068848,256
2446,1,1,12,29,9.0,8.0,501027,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,623,0,20.0,,1.0,0.0,11,6.43454599380493,121
2450,1,1,10,27,4.0,11.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,328,0,14.0,,1.0,1.0,11,5.79301404953003,121
2451,1,1,16,26,6.0,8.0,93751,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,600,0,40.0,116.0,1.0,1.0,4,6.39693021774292,16
2457,1,1,14,27,5.0,8.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,693,0,32.0,83.0,1.0,1.0,7,6.54102993011475,49
2460,1,1,15,33,12.0,12.0,90620,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,923,0,47.0,104.0,1.0,1.0,12,6.82762908935547,144
2461,1,1,12,28,12.0,12.0,93751,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,721,0,42.0,106.0,1.0,1.0,10,6.58063888549805,100
2462,1,1,12,25,12.0,9.0,86498,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,540,0,26.0,99.0,1.0,1.0,7,6.29156923294067,49
2463,1,1,13,27,12.0,9.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,459,1,37.0,101.0,1.0,0.0,8,6.12904977798462,64
2464,1,1,13,27,11.0,11.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,485,1,38.0,74.0,6.0,1.0,8,6.18414878845215,64
2466,1,1,12,25,,11.0,86498,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,350,0,24.0,,6.0,0.0,7,5.85793304443359,49
2468,1,1,16,25,18.0,16.0,372835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,200,1,30.0,121.0,6.0,1.0,3,5.29831695556641,9
2470,1,1,10,30,3.0,,134310,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,520,0,30.0,,1.0,0.0,14,6.25382900238037,196
2473,1,1,12,25,6.0,12.0,86507,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,26.0,,4.0,0.0,7,5.52146100997925,49
2475,1,1,11,28,,,88672,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,504,0,22.0,,1.0,0.0,11,6.22257614135742,121
2477,1,1,12,28,9.0,8.0,88672,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,363,1,21.0,77.0,1.0,1.0,10,5.89440298080444,100
2478,1,1,11,33,,,127041,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,654,0,23.0,,1.0,0.0,16,6.48310804367065,256
2479,1,1,12,32,5.0,,127041,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,425,0,24.0,,1.0,0.0,14,6.05208921432495,196
2480,1,1,12,31,,,134296,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,245,0,26.0,,4.0,0.0,13,5.50125789642334,169
2481,1,1,11,25,,8.0,86498,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,250,0,21.0,,6.0,1.0,8,5.52146100997925,64
2483,1,1,13,32,0.0,,370720,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,879,0,40.0,,1.0,0.0,13,6.77878522872925,169
2486,1,1,12,26,6.0,6.0,88672,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,687,0,18.0,93.0,1.0,0.0,8,6.5323338508606,64
2487,1,1,11,32,,,127041,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,402,0,26.0,,1.0,0.0,15,5.99645185470581,225
2488,1,1,12,31,6.0,,134296,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,428,0,32.0,,4.0,0.0,13,6.05912303924561,169
2489,1,1,13,24,10.0,12.0,372835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,325,0,37.0,114.0,4.0,1.0,5,5.7838249206543,25
2492,1,1,17,27,16.0,12.0,383527,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,725,0,40.0,103.0,5.0,0.0,4,6.58617210388184,16
2493,1,1,12,25,3.0,8.0,89835,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,780,0,34.0,,1.0,1.0,7,6.65929412841797,49
2499,0,1,14,27,,8.0,362750,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,264,0,38.0,,1.0,1.0,7,5.57594919204712,49
2500,0,1,12,32,6.0,9.0,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,450,0,43.0,92.0,4.0,1.0,14,6.10924816131592,196
2501,0,1,14,27,8.0,8.0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,346,0,33.0,,4.0,1.0,7,5.84643888473511,49
2502,0,1,13,24,6.0,3.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,350,0,21.0,79.0,6.0,1.0,5,5.85793304443359,25
2503,0,1,13,24,10.0,13.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,400,0,24.0,,6.0,1.0,5,5.99146509170532,25
2504,0,1,12,32,2.0,6.0,107097,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,980,0,34.0,92.0,1.0,1.0,14,6.88755321502686,196
2505,0,1,12,29,,5.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,385,0,36.0,,1.0,1.0,11,5.95324277877808,121
2507,0,1,17,28,,11.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,344,0,35.0,,6.0,1.0,5,5.84064102172852,25
2509,0,1,16,25,7.0,9.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,563,0,,99.0,6.0,1.0,3,6.33328008651733,9
2510,0,1,7,29,12.0,12.0,144741,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,463,0,28.0,,1.0,1.0,16,6.13772678375244,256
2511,0,1,12,28,,,104794,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,565,0,20.0,,6.0,0.0,10,6.33682584762573,100
2512,0,1,12,27,5.0,9.0,104794,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,638,0,28.0,,1.0,1.0,9,6.45833778381348,81
2513,0,1,10,30,,5.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,462,0,29.0,,1.0,0.0,14,6.13556480407715,196
2514,0,1,13,27,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,670,1,35.0,99.0,1.0,1.0,8,6.50727701187134,64
2515,0,1,13,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,404,0,26.0,,6.0,1.0,5,6.00141477584839,25
2516,0,1,17,25,11.0,9.0,86498,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,373,1,33.0,116.0,5.0,1.0,2,5.92157793045044,4
2517,0,1,12,24,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,20.0,,6.0,1.0,6,5.43807888031006,36
2518,0,1,12,32,,,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,558,0,40.0,,5.0,0.0,14,6.32435894012451,196
2519,0,1,8,29,6.0,7.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,300,0,18.0,,1.0,0.0,15,5.70378303527832,225
2520,0,1,14,29,,12.0,501027,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,913,0,40.0,,1.0,1.0,9,6.81673622131348,81
2522,0,1,18,27,12.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,558,0,41.0,98.0,1.0,1.0,3,6.32435894012451,9
2523,0,1,13,33,,12.0,370720,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,529,0,48.0,114.0,1.0,1.0,14,6.27098798751831,196
2524,0,1,15,26,5.0,7.0,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,330,0,45.0,,6.0,1.0,5,5.7990927696228,25
2526,0,1,9,26,13.0,11.0,93751,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,28.0,,1.0,1.0,11,5.92692613601685,121
2527,0,1,13,24,13.0,11.0,91137,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,615,0,25.0,,1.0,0.0,5,6.42162179946899,25
2528,0,1,14,27,12.0,12.0,426142,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,721,0,34.0,119.0,1.0,1.0,7,6.58063888549805,49
2529,0,1,16,25,12.0,12.0,414261,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,529,1,40.0,122.0,4.0,1.0,3,6.27098798751831,9
2531,0,1,12,34,6.0,12.0,127041,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,859,0,42.0,77.0,1.0,0.0,16,6.75576877593994,256
2532,0,1,14,27,16.0,11.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,649,0,35.0,,1.0,1.0,7,6.47543287277222,49
2533,0,1,10,24,16.0,11.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,238,0,26.0,,1.0,1.0,8,5.47227001190186,64
2534,0,1,12,34,8.0,6.0,150139,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,275,0,37.0,95.0,1.0,0.0,16,5.61677122116089,256
2536,0,1,14,26,,13.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,325,0,24.0,89.0,1.0,1.0,6,5.7838249206543,36
2537,0,1,14,29,,16.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,357,0,44.0,93.0,5.0,1.0,9,5.87773609161377,81
2538,0,1,12,30,,10.0,134296,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,35.0,,1.0,0.0,12,5.95324277877808,144
2540,0,1,14,24,12.0,15.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,365,0,25.0,116.0,1.0,1.0,4,5.89989805221558,16
2542,0,1,8,33,6.0,4.0,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,800,0,30.0,,1.0,0.0,19,6.68461179733276,361
2543,0,1,12,34,5.0,12.0,406024,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,482,0,37.0,110.0,1.0,1.0,16,6.17794418334961,256
2544,0,1,17,29,12.0,8.0,493866,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,955,0,39.0,132.0,1.0,1.0,6,6.86171197891235,36
2545,0,1,17,26,7.0,12.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,462,0,32.0,103.0,1.0,0.0,3,6.13556480407715,9
2546,0,1,16,28,2.0,8.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,417,0,37.0,112.0,1.0,0.0,6,6.03308582305908,36
2548,0,1,10,25,2.0,8.0,367506,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,290,0,23.0,,1.0,0.0,9,5.66988086700439,81
2549,0,1,12,24,12.0,12.0,367506,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,240,0,36.0,,1.0,1.0,6,5.48063898086548,36
2552,0,1,12,31,,,610498,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,829,0,30.0,,1.0,0.0,13,6.72022008895874,169
2558,0,1,12,32,12.0,12.0,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,361,0,42.0,99.0,1.0,1.0,14,5.88887786865234,196
2561,0,1,16,28,11.0,12.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,598,0,46.0,138.0,1.0,1.0,6,6.39359092712402,36
2562,0,1,13,25,7.0,10.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,1,29.0,93.0,1.0,1.0,6,6.62007284164429,36
2563,0,1,16,25,12.0,11.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,0,28.0,88.0,6.0,0.0,3,5.95324277877808,9
2564,0,1,16,28,,10.0,88672,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,620,0,26.0,96.0,1.0,1.0,6,6.42971897125244,36
2570,0,1,13,34,14.0,12.0,411911,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,641,0,45.0,106.0,1.0,1.0,15,6.46302890777588,225
2575,0,1,16,26,12.0,9.0,88672,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,468,0,33.0,90.0,1.0,0.0,4,6.14846801757812,16
2576,0,1,13,24,12.0,9.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,385,1,29.0,,6.0,0.0,5,5.95324277877808,25
2578,0,1,12,25,11.0,12.0,86498,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,462,0,25.0,93.0,1.0,0.0,7,6.13556480407715,49
2579,0,1,12,27,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,635,0,32.0,92.0,1.0,1.0,9,6.45362520217896,81
2580,0,1,12,26,14.0,10.0,378045,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,400,0,22.0,101.0,1.0,1.0,8,5.99146509170532,64
2581,0,1,13,27,12.0,10.0,420051,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,760,0,27.0,100.0,1.0,1.0,8,6.6333179473877,64
2583,0,1,13,27,12.0,10.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,560,1,35.0,91.0,1.0,1.0,8,6.32793712615967,64
2584,0,1,12,34,3.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1000,0,48.0,95.0,1.0,1.0,16,6.90775489807129,256
2587,1,1,11,28,6.0,6.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,425,0,24.0,71.0,1.0,0.0,11,6.05208921432495,121
2589,1,1,12,30,,9.0,134296,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,411,0,28.0,89.0,1.0,0.0,12,6.01859283447266,144
2591,1,1,11,25,,3.0,91137,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,179,0,12.0,67.0,1.0,1.0,8,5.18738603591919,64
2593,1,1,18,32,14.0,12.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,375,0,44.0,96.0,1.0,0.0,8,5.92692613601685,64
2594,1,1,18,28,16.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1298,0,45.0,127.0,6.0,1.0,4,7.16858005523682,16
2595,1,1,15,30,8.0,14.0,158714,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,476,0,40.0,,1.0,1.0,9,6.16541814804077,81
2596,1,1,16,27,8.0,8.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,775,0,43.0,114.0,6.0,1.0,5,6.65286302566528,25
2597,1,1,12,27,10.0,10.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,714,1,37.0,112.0,1.0,1.0,9,6.57088279724121,81
2600,1,1,10,28,,9.0,88672,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,429,0,34.0,57.0,4.0,0.0,12,6.06145715713501,144
2602,1,1,13,24,10.0,11.0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,435,0,26.0,,6.0,1.0,5,6.07534599304199,25
2603,1,1,13,26,,7.0,93751,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,875,0,30.0,102.0,1.0,1.0,7,6.77422380447388,49
2604,1,1,14,33,,11.0,127041,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,424,0,29.0,103.0,5.0,0.0,13,6.04973411560059,169
2605,1,1,12,25,,11.0,86498,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,375,0,34.0,,6.0,0.0,7,5.92692613601685,49
2606,1,1,12,25,,,86498,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,489,0,23.0,,1.0,0.0,7,6.19236183166504,49
2607,1,1,15,24,12.0,7.0,86498,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,462,0,30.0,102.0,1.0,0.0,3,6.13556480407715,9
2608,1,1,12,34,8.0,,577458,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,340,0,33.0,,1.0,0.0,16,5.82894611358643,256
2610,1,1,12,30,,12.0,501027,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,581,0,45.0,,1.0,0.0,12,6.36475086212158,144
2611,1,1,12,27,7.0,12.0,383527,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,515,0,34.0,88.0,1.0,1.0,9,6.2441668510437,81
2612,1,1,12,25,7.0,12.0,372835,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1053,0,32.0,88.0,1.0,1.0,7,6.95939922332764,49
2613,1,1,12,30,10.0,11.0,610438,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,475,0,26.0,,1.0,1.0,12,6.16331481933594,144
2618,1,1,18,32,14.0,9.0,370720,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1502,0,53.0,132.0,1.0,1.0,8,7.31455278396606,64
2619,1,1,15,33,12.0,14.0,411911,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,962,0,45.0,110.0,4.0,1.0,12,6.86901378631592,144
2620,1,1,15,30,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,230,0,32.0,90.0,4.0,1.0,9,5.43807888031006,81
2621,1,1,18,29,14.0,18.0,134296,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,750,0,28.0,96.0,1.0,1.0,5,6.62007284164429,25
2622,1,1,15,26,12.0,12.0,88672,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,225,0,29.0,83.0,1.0,0.0,5,5.41610097885132,25
2626,1,1,13,26,12.0,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,331,0,32.0,86.0,1.0,1.0,7,5.80211782455444,49
2627,1,1,11,26,,,88672,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,397,0,28.0,,1.0,0.0,9,5.98393583297729,81
2628,1,1,10,34,10.0,,370720,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,750,0,45.0,94.0,1.0,1.0,18,6.62007284164429,324
2629,1,1,12,25,8.0,12.0,372835,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,450,0,20.0,86.0,1.0,1.0,7,6.10924816131592,49
2633,1,1,13,25,9.0,7.0,353857,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,865,0,40.0,110.0,1.0,1.0,6,6.76273012161255,36
2634,1,1,8,24,9.0,10.0,91137,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,535,0,31.0,,6.0,1.0,10,6.28226709365845,100
2636,1,1,16,27,12.0,8.0,383527,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,846,0,29.0,114.0,1.0,1.0,5,6.74052000045776,25
